Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time_Days,Stay_Length_Days,Total_Guests,Total_Bill_amount,Booking_month,Booking_dayofweek,Checkin_month,Checkin_dayofweek
M,51,Latino,Mid-School,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,197,20,1,4,147.75,6,3,7,2
F,57,African American,Grad,<25K,West,Resort,1,1,1,BB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,138,33,2,2,276.0,6,4,7,2
F,65,African American,College,25K --50K,South,Resort,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,238,76,2,2,357.0,5,5,7,4
M,65,Asian American,High-School,25K --50K,South,Airport Hotels,3,1,2,HB,Yes,No,Refundable,Online,No,Check-In,Yes,10,115,29,2,4,207.0,6,3,7,4
F,58,Asian American,Mid-School,>100K,East,Resort,2,2,1,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,20,233,76,2,4,372.8,5,5,7,4
F,23,Asian American,College,<25K,East,Airport Hotels,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,197,77,1,4,197.0,5,4,7,4
M,43,African American,College,25K --50K,West,City Hotel,2,1,0,HB,No,No,Refundable,Direct,Yes,Check-In,No,0,114,43,1,3,114.0,6,3,7,4
M,64,Latino,Grad,50K -- 100K,North,Resort,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,244,84,3,3,732.0,4,4,7,4
M,66,African American,College,25K --50K,East,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,134,113,2,4,254.6,3,5,7,6
M,47,African American,College,25K --50K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,123,85,1,4,110.7,4,6,7,0
F,46,Latino,Mid-School,<25K,East,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,209,303,1,3,167.20000000000002,9,2,7,4
F,52,caucasian,Grad,<25K,South,Resort,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,174,32,4,4,556.8000000000001,5,3,6,0
M,38,African American,Mid-School,25K --50K,South,Resort,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,192,116,1,3,153.60000000000002,3,0,7,4
M,51,Latino,High-School,>100K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,100,109,1,4,75.0,3,1,7,5
F,40,caucasian,College,>100K,South,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,176,108,1,2,158.4,1,6,4,2
F,70,African American,Mid-School,>100K,West,City Hotel,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,138,83,1,4,138.0,4,1,7,0
F,59,Latino,Grad,50K -- 100K,North,Airport Hotels,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,148,15,1,4,148.0,6,6,7,0
M,32,Asian American,Mid-School,25K --50K,South,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,239,53,1,4,215.1,5,4,7,1
M,25,Asian American,High-School,<25K,South,City Hotel,1,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,178,7,1,4,142.4,7,1,7,1
F,55,caucasian,High-School,25K --50K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,125,35,1,3,125.0,6,5,7,5
M,38,Asian American,College,>100K,North,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,202,39,1,4,181.8,6,1,7,5
F,63,Latino,Grad,25K --50K,East,City Hotel,2,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,5,211,58,1,4,200.45,3,6,5,1
F,28,African American,College,<25K,North,Airport Hotels,1,1,1,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,137,77,2,2,274.0,5,6,7,6
M,21,African American,Mid-School,50K -- 100K,East,City Hotel,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,5,156,28,4,4,592.8,6,1,7,1
F,55,caucasian,High-School,>100K,South,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,250,51,2,4,500.0,5,5,7,0
F,18,caucasian,High-School,<25K,West,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,5,214,1,1,3,203.29999999999998,7,6,7,0
M,47,Latino,High-School,<25K,South,Airport Hotels,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,199,6,2,4,398.0,7,6,7,5
F,58,Asian American,Grad,50K -- 100K,East,City Hotel,3,1,1,BB,No,No,Refundable,Online,No,Check-In,Yes,20,115,9,3,4,276.0,7,4,7,6
M,42,Asian American,Mid-School,50K -- 100K,East,City Hotel,2,2,1,FB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,25,233,88,2,4,349.5,4,2,7,6
M,19,caucasian,High-School,25K --50K,North,Airport Hotels,1,2,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,5,110,33,1,3,104.5,6,1,7,6
F,55,caucasian,Grad,>100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,112,57,1,3,95.2,5,6,6,0
M,60,Asian American,College,25K --50K,North,Resort,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,231,57,2,4,462.0,5,5,7,6
M,21,African American,Grad,<25K,South,City Hotel,1,1,0,FB,No,No,No Deposit,Direct,No,Check-In,Yes,10,219,89,1,2,197.1,4,1,7,6
F,30,caucasian,College,50K -- 100K,South,City Hotel,2,1,1,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,40,201,114,2,3,241.2,3,4,7,6
M,35,African American,College,50K -- 100K,South,Airport Hotels,3,1,2,BB,No,No,No Deposit,Online,No,Check-In,Yes,5,160,29,2,4,304.0,6,5,7,6
F,54,Asian American,Grad,25K --50K,South,Resort,3,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,240,50,1,4,228.0,5,3,7,4
F,30,caucasian,College,>100K,West,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,106,47,1,4,79.5,6,1,7,6
M,55,Asian American,College,50K -- 100K,South,Resort,2,2,1,BB,No,No,Non-Refundable,Agent,No,Check-In,Yes,25,151,96,1,4,113.25,3,6,6,4
F,48,Latino,Mid-School,25K --50K,West,Resort,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,230,10,2,4,437.0,7,5,7,1
M,52,Latino,High-School,>100K,East,Resort,1,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,244,61,3,4,732.0,5,3,7,1
M,23,Latino,Grad,25K --50K,North,City Hotel,2,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,194,30,1,4,155.20000000000002,6,1,7,3
M,43,Asian American,College,>100K,East,Airport Hotels,1,2,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,247,58,1,3,197.60000000000002,5,1,7,3
M,29,caucasian,College,50K -- 100K,South,Airport Hotels,3,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,188,80,1,4,188.0,4,3,7,6
F,32,African American,High-School,50K -- 100K,East,Airport Hotels,2,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,15,120,12,1,4,102.0,7,3,7,1
M,21,Asian American,College,<25K,West,City Hotel,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,No,0,249,37,3,4,747.0,6,6,7,1
M,60,caucasian,High-School,50K -- 100K,South,Airport Hotels,1,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,25,206,33,1,3,154.5,6,3,7,1
F,55,Asian American,Mid-School,25K --50K,South,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,170,7,2,4,340.0,7,2,7,2
F,63,caucasian,College,50K -- 100K,East,Airport Hotels,2,2,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,5,234,95,2,4,444.59999999999997,4,6,7,3
M,60,caucasian,College,50K -- 100K,South,Resort,1,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,106,47,3,3,286.2,5,6,7,4
F,35,Asian American,High-School,50K -- 100K,South,Resort,2,1,1,HB,No,No,Refundable,Online,No,Check-In,No,0,197,114,1,3,197.0,3,5,7,0
F,48,Asian American,High-School,25K --50K,East,City Hotel,2,2,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,130,95,3,4,351.0,4,5,7,2
M,41,African American,Mid-School,<25K,North,City Hotel,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,209,108,1,2,167.20000000000002,3,6,7,2
M,35,Latino,Mid-School,50K -- 100K,West,Airport Hotels,2,1,1,BB,No,No,Refundable,Online,No,Check-In,Yes,5,130,97,1,3,123.5,4,3,7,2
M,19,Latino,College,<25K,South,Airport Hotels,2,2,2,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,163,8,1,4,146.70000000000002,7,1,7,2
F,64,Latino,College,50K -- 100K,South,Resort,1,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,112,61,1,2,106.39999999999999,5,4,7,2
F,50,African American,Grad,>100K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,123,41,1,3,123.0,6,4,7,3
F,37,Asian American,College,<25K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,244,49,2,4,488.0,5,3,7,3
F,37,caucasian,College,25K --50K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,156,53,1,4,156.0,5,6,7,3
F,56,Latino,Grad,50K -- 100K,East,City Hotel,2,1,0,HB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,20,112,57,1,3,89.60000000000001,5,2,7,3
F,56,Asian American,Mid-School,<25K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,250,49,2,2,400.0,4,5,5,5
F,42,African American,High-School,>100K,North,Resort,3,1,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,163,72,3,4,440.1,4,5,6,0
F,30,Latino,College,<25K,South,Airport Hotels,2,1,1,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,10,207,99,2,3,372.6,4,4,7,5
M,62,caucasian,Grad,>100K,South,Resort,2,1,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,No,0,214,40,2,3,428.0,4,2,6,0
F,31,Latino,High-School,25K --50K,South,City Hotel,2,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,116,38,2,4,208.8,6,2,7,5
F,43,Asian American,Mid-School,>100K,South,City Hotel,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,174,105,4,4,626.4,4,5,7,5
F,28,African American,College,>100K,East,Resort,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,189,79,2,3,340.2,2,2,4,4
F,33,Asian American,College,50K -- 100K,West,City Hotel,2,1,1,HB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,5,249,114,1,3,236.54999999999998,3,5,7,0
F,42,African American,High-School,50K -- 100K,West,Airport Hotels,1,1,0,HB,No,No,Non-Refundable,Online,No,Check-In,Yes,20,233,80,1,2,186.4,5,4,7,0
F,67,Latino,Mid-School,>100K,East,City Hotel,2,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,182,94,1,4,172.9,1,6,4,2
M,40,Latino,High-School,50K -- 100K,North,Airport Hotels,1,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,189,15,1,2,151.20000000000002,6,0,7,1
M,57,Latino,College,>100K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,207,84,4,4,745.2,4,1,7,1
F,60,Asian American,High-School,25K --50K,South,Resort,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,161,37,3,2,386.40000000000003,5,2,7,4
F,22,Asian American,Grad,50K -- 100K,South,Resort,2,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,40,147,75,1,4,88.2,5,1,7,6
F,51,Latino,College,50K -- 100K,West,Resort,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,137,72,1,3,116.45,5,5,7,0
F,67,African American,Mid-School,<25K,East,Airport Hotels,2,2,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,182,71,2,4,364.0,5,6,7,0
M,58,caucasian,Grad,50K -- 100K,North,City Hotel,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,218,315,2,3,436.0,9,0,7,0
F,64,caucasian,High-School,<25K,West,Airport Hotels,2,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,213,5,1,3,191.70000000000002,7,3,7,1
F,38,Asian American,College,25K --50K,East,City Hotel,2,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,25,238,7,1,4,178.5,7,1,7,1
F,28,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,222,95,1,4,177.60000000000002,1,1,4,5
F,48,Latino,Grad,50K -- 100K,South,Airport Hotels,3,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,162,65,1,4,129.6,5,3,7,5
M,35,African American,College,50K -- 100K,West,Resort,2,2,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,20,235,112,1,4,188.0,4,2,7,2
M,30,Asian American,College,>100K,West,City Hotel,2,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,247,35,2,4,494.0,6,1,7,1
F,61,Asian American,Grad,25K --50K,South,Resort,1,2,0,BB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,30,245,56,2,3,343.0,4,3,6,3
M,48,African American,College,25K --50K,South,City Hotel,2,2,0,FB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,220,56,1,4,176.0,5,4,7,4
M,20,Asian American,College,25K --50K,South,Airport Hotels,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,160,56,1,2,128.0,5,4,7,4
M,62,African American,Mid-School,50K -- 100K,West,City Hotel,3,1,0,FB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,201,55,2,4,321.6,5,5,7,4
F,61,African American,Mid-School,50K -- 100K,West,Resort,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,170,56,1,4,170.0,5,4,7,4
F,56,Asian American,Grad,25K --50K,South,Resort,1,3,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,114,56,1,4,114.0,5,0,7,0
M,68,Latino,College,<25K,North,City Hotel,1,2,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,20,249,54,3,3,597.6,5,6,7,4
F,28,Latino,Mid-School,<25K,North,City Hotel,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,148,55,2,2,296.0,5,5,7,4
F,29,African American,Mid-School,50K -- 100K,West,Resort,1,3,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,138,53,4,4,552.0,5,0,7,4
M,21,caucasian,College,<25K,West,City Hotel,1,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,203,54,3,3,456.75,5,6,7,4
F,49,African American,College,50K -- 100K,South,Resort,1,1,0,FB,No,No,Non-Refundable,Online,No,Check-In,No,0,134,54,3,2,402.0,5,6,7,4
M,62,African American,College,<25K,North,City Hotel,1,1,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,143,53,4,2,543.4,5,0,7,4
M,28,Latino,Mid-School,50K -- 100K,North,Resort,1,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,10,127,47,3,3,342.90000000000003,5,6,7,4
M,42,Latino,Grad,25K --50K,East,Resort,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,197,6,1,2,157.60000000000002,7,5,7,4
M,70,caucasian,Mid-School,<25K,South,Airport Hotels,1,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,199,65,1,2,149.25,4,1,7,3
F,70,Asian American,Grad,25K --50K,West,Resort,1,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,5,132,11,2,3,250.79999999999998,7,1,7,5
M,67,Latino,College,<25K,East,Airport Hotels,1,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,130,64,2,2,234.0,5,4,7,5
M,44,Latino,College,50K -- 100K,South,Airport Hotels,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,185,8,2,3,370.0,7,5,7,6
M,56,African American,Mid-School,25K --50K,North,City Hotel,1,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,106,56,2,2,201.39999999999998,4,4,6,4
F,60,caucasian,High-School,>100K,South,Resort,1,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,190,13,4,3,608.0,6,2,6,1
F,37,African American,College,50K -- 100K,South,City Hotel,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,245,18,1,4,245.0,7,2,7,6
M,42,African American,High-School,>100K,South,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,185,11,1,4,185.0,6,4,7,1
M,44,African American,Mid-School,<25K,East,Airport Hotels,1,3,0,BB,Yes,No,No Deposit,Agent,No,Check-In,Yes,10,128,9,1,4,115.2,7,6,7,1
F,38,Asian American,Grad,<25K,North,Airport Hotels,1,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,109,62,1,2,98.10000000000001,5,1,7,0
M,47,Latino,College,<25K,West,Airport Hotels,2,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,100,33,2,4,200.0,5,0,6,5
M,43,Latino,Grad,25K --50K,South,City Hotel,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,241,34,1,3,216.9,5,4,6,3
F,23,Asian American,College,25K --50K,North,City Hotel,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,175,110,3,3,393.75,4,6,7,4
M,30,caucasian,Mid-School,50K -- 100K,South,Resort,2,1,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,30,206,20,1,3,144.2,7,4,7,3
F,63,Latino,High-School,25K --50K,West,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,5,111,1,1,2,105.44999999999999,7,5,7,6
M,18,Asian American,College,25K --50K,North,Airport Hotels,1,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,197,9,2,2,374.29999999999995,7,4,7,6
M,25,Latino,High-School,25K --50K,South,City Hotel,1,3,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,181,3,3,4,488.7,7,1,7,4
M,24,African American,College,50K -- 100K,East,Airport Hotels,1,2,1,BB,No,No,Refundable,Direct,No,Check-In,No,0,222,46,2,3,444.0,6,2,7,6
F,35,caucasian,College,50K -- 100K,East,Airport Hotels,1,1,0,BB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,10,179,14,1,2,161.1,7,6,7,6
M,30,Latino,College,25K --50K,South,Airport Hotels,2,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,15,173,1,2,3,294.09999999999997,7,3,7,4
F,39,Latino,College,50K -- 100K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,198,22,1,2,178.20000000000002,6,4,7,5
M,35,caucasian,College,25K --50K,East,Resort,2,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,134,50,3,3,381.9,6,1,7,2
F,36,caucasian,College,25K --50K,West,Resort,1,3,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,10,216,51,2,4,388.8,6,0,7,2
M,70,caucasian,College,50K -- 100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,120,93,1,3,90.0,4,0,7,2
M,39,Latino,Mid-School,25K --50K,West,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,187,63,1,2,140.25,5,2,7,2
M,29,caucasian,Grad,25K --50K,North,City Hotel,1,2,1,BB,No,No,Refundable,Online,No,Check-In,No,0,219,50,3,3,657.0,6,1,7,2
M,61,caucasian,Mid-School,25K --50K,West,Resort,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,225,62,2,2,337.5,5,3,7,2
M,54,Latino,College,>100K,East,City Hotel,1,2,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,237,52,1,3,189.60000000000002,5,6,7,2
F,38,African American,Grad,50K -- 100K,West,Airport Hotels,2,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,192,23,1,3,153.60000000000002,6,0,7,2
F,25,African American,College,25K --50K,South,Airport Hotels,2,2,2,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,190,20,4,4,608.0,7,4,7,3
F,56,caucasian,College,<25K,South,City Hotel,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,161,22,1,2,144.9,7,3,7,4
M,68,caucasian,College,>100K,South,City Hotel,2,2,1,BB,No,No,No Deposit,Direct,No,Check-In,Yes,20,104,51,2,4,166.4,6,2,7,4
F,53,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,124,22,1,3,124.0,6,1,6,2
M,18,Asian American,College,25K --50K,South,Resort,2,2,1,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,114,88,2,4,216.6,4,0,7,4
F,68,caucasian,High-School,<25K,South,City Hotel,1,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,181,42,1,3,135.75,6,4,7,4
M,36,Asian American,Mid-School,50K -- 100K,North,Airport Hotels,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,110,64,1,4,104.5,5,4,7,5
F,38,caucasian,College,>100K,East,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,162,89,2,4,307.8,4,2,7,0
M,50,Latino,High-School,25K --50K,North,Airport Hotels,2,2,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,100,37,1,4,95.0,6,5,7,0
F,69,African American,Mid-School,<25K,North,Airport Hotels,3,1,0,BB,No,No,Refundable,Agent,No,Check-In,Yes,25,112,3,3,4,252.0,7,4,7,0
F,19,Asian American,High-School,25K --50K,North,Airport Hotels,1,1,0,BB,Yes,No,Refundable,Agent,Yes,Check-In,No,0,200,34,4,2,800.0,6,1,7,0
M,34,Asian American,College,50K -- 100K,North,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,15,217,29,3,3,553.35,5,1,6,2
F,23,Asian American,College,50K -- 100K,East,Resort,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,5,191,314,1,3,181.45,9,1,7,0
F,39,Latino,College,<25K,South,Resort,2,2,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,165,6,2,4,313.5,7,1,7,0
M,46,African American,College,25K --50K,North,Resort,1,3,2,BB,No,No,Refundable,Online,No,Check-In,No,0,209,90,1,4,209.0,4,1,7,0
F,42,Latino,Mid-School,<25K,North,Airport Hotels,2,1,1,BB,Yes,No,Non-Refundable,Agent,Yes,Check-In,No,0,147,8,1,3,147.0,7,0,7,1
M,66,caucasian,College,25K --50K,South,Airport Hotels,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,202,18,1,3,181.8,7,4,7,1
M,24,Latino,High-School,<25K,North,Resort,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,235,24,1,3,235.0,6,1,7,4
M,69,Latino,Mid-School,25K --50K,South,Airport Hotels,2,1,0,HB,Yes,No,Non-Refundable,Online,No,Check-In,No,0,184,43,2,3,368.0,6,4,7,5
F,32,Asian American,College,<25K,South,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Direct,No,Check-In,No,0,164,43,1,4,164.0,6,1,7,2
M,62,caucasian,Mid-School,<25K,South,City Hotel,2,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,No,0,229,24,2,3,458.0,6,6,7,2
F,21,caucasian,Mid-School,<25K,North,City Hotel,2,1,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,No,0,225,38,4,3,900.0,5,0,6,3
M,22,Latino,College,>100K,West,Resort,1,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,20,188,57,2,2,300.8,5,2,7,3
F,51,Asian American,High-School,<25K,North,Airport Hotels,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,175,27,1,3,131.25,6,4,7,3
F,53,caucasian,College,<25K,South,Airport Hotels,2,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,247,102,4,3,889.2,4,6,7,3
M,30,African American,High-School,>100K,North,City Hotel,1,3,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,25,175,3,1,4,131.25,7,4,7,0
F,65,Latino,College,25K --50K,West,Resort,1,1,1,FB,No,No,No Deposit,Agent,No,Check-In,No,0,198,72,1,2,198.0,5,3,7,5
F,47,African American,Grad,50K -- 100K,East,Airport Hotels,2,1,0,HB,Yes,No,No Deposit,Direct,No,Check-In,No,0,192,41,3,3,576.0,6,6,7,5
F,23,African American,College,<25K,East,Airport Hotels,3,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,228,93,1,4,216.6,4,3,7,5
F,43,caucasian,High-School,>100K,South,Airport Hotels,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,142,61,3,3,340.8,5,0,7,5
M,25,Latino,High-School,25K --50K,North,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,149,63,1,3,149.0,5,5,7,5
M,21,caucasian,College,<25K,North,Resort,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,109,90,4,2,392.40000000000003,4,6,7,5
M,67,Asian American,Grad,50K -- 100K,South,City Hotel,1,2,0,HB,No,No,Refundable,Online,No,Check-In,No,0,137,55,2,3,274.0,6,0,7,6
F,41,caucasian,College,50K -- 100K,South,City Hotel,1,2,1,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,217,54,3,3,618.4499999999999,6,1,7,6
M,55,Latino,Grad,>100K,East,Airport Hotels,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,15,144,5,1,3,122.39999999999999,7,2,7,0
M,62,Asian American,High-School,25K --50K,North,Resort,1,3,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,109,15,4,4,436.0,7,6,7,0
M,24,Latino,High-School,50K -- 100K,North,Airport Hotels,3,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,199,2,2,4,298.5,7,6,7,1
F,25,Asian American,College,25K --50K,West,City Hotel,1,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,No,0,217,43,1,2,217.0,6,2,7,3
M,49,African American,Grad,<25K,West,Airport Hotels,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,165,63,3,4,470.25,5,4,7,4
F,63,caucasian,College,50K -- 100K,South,Airport Hotels,1,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,25,184,39,2,3,276.0,6,2,7,6
